ticker,quarter,lm_positive,lm_negative,lm_uncertainty,lm_litigious,lm_constraining,lm_net_sentiment,token_count,finbert_positive,finbert_negative,finbert_neutral,finbert_net_sentiment
GOOGL,2021-Q2,0.03235783963835356,0.012134189864382585,0.009279086366880799,0.0011896264572924102,0.0007137758743754461,0.020223649773970974,4203,0.379739373922348,0.04724157601594925,0.5730190277099609,0.3324977979063988
GOOGL,2021-Q3,0.028181818181818183,0.013863636363636364,0.008863636363636363,0.0013636363636363637,0.0009090909090909091,0.014318181818181818,4400,0.32939574122428894,0.04825076460838318,0.6223534941673279,0.28114497661590576
GOOGL,2021-Q4,0.03517270429654591,0.012005054759898905,0.008635214827295703,0.0018955349620893007,0.0014743049705139006,0.023167649536647007,4748,0.33694154024124146,0.04906420037150383,0.6139942407608032,0.2878773398697376
GOOGL,2022-Q1,0.03137789904502047,0.018758526603001365,0.010231923601637109,0.001364256480218281,0.001364256480218281,0.012619372442019102,2932,0.29152125120162964,0.06691090017557144,0.6415678858757019,0.2246103510260582
GOOGL,2022-Q2,0.03419811320754717,0.013679245283018868,0.013679245283018868,0.0002358490566037736,0.0018867924528301887,0.0205188679245283,4240,0.31999558210372925,0.08685054630041122,0.5931538939476013,0.23314503580331802
GOOGL,2022-Q3,0.028756130182790905,0.015827017387427554,0.010031208203299153,0.00022291573785109228,0.0008916629514043691,0.012929112795363351,4486,0.2947326898574829,0.10804232209920883,0.59722501039505,0.18669036775827408
GOOGL,2022-Q4,0.04411051866214251,0.015026660203587009,0.0060591371788657295,0.0004847309743092584,0.0012118274357731458,0.0290838584585555,4126,0.3423386216163635,0.0945107489824295,0.5631506443023682,0.24782787263393402
JNJ,2021-Q1,0.036676516600034764,0.026420997740309402,0.018946636537458716,0.0019120458891013384,0.0031288023639840083,0.010255518859725362,5753,0.3931451141834259,0.07359904050827026,0.5332558155059814,0.31954607367515564
JNJ,2021-Q2,0.03969146713803632,0.018640527076972523,0.01510525470030532,0.0009641651936365097,0.0017676361883336013,0.021050940061063797,6223,0.41819608211517334,0.07739029079675674,0.5044136643409729,0.3408057913184166
JNJ,2021-Q3,0.03429061294470639,0.02657522503214745,0.016502357479639948,0.005572224603514788,0.004500642948992713,0.007715387912558939,4666,0.3847901523113251,0.10988722741603851,0.5053226351737976,0.27490292489528656
JNJ,2021-Q4,0.0419955794126934,0.019734764761604042,0.019103252289232712,0.0011051468266498263,0.003315440479949479,0.022260814651089356,6334,0.4171047508716583,0.09500514715909958,0.4878901243209839,0.32209960371255875
JNJ,2022-Q1,0.030149736948603803,0.01962768110076892,0.014973694860380412,0.0004046944556859571,0.003237555645487657,0.010522055847834885,4942,0.3629050850868225,0.0931500717997551,0.5439448356628418,0.2697550132870674
JNJ,2022-Q2,0.04732555580013207,0.021791767554479417,0.013647369579572969,0.003962139555359894,0.0037420206911732336,0.025533788245652653,4543,0.3964103162288666,0.09276477992534637,0.5108249187469482,0.3036455363035202
JNJ,2022-Q3,0.03429445172564439,0.019877675840978593,0.01747487986020096,0.00109217999126256,0.0017474879860200961,0.014416775884665795,4578,0.4007517397403717,0.0924319326877594,0.5068163275718689,0.3083198070526123
JNJ,2022-Q4,0.03419164204305614,0.0223723089911355,0.019839594765723934,0.001055297593921486,0.002743773744195863,0.011819333051920643,4738,0.36440587043762207,0.1035597026348114,0.5320344567298889,0.26084616780281067
JPM,2021-Q1,0.015946205571565803,0.022478386167146973,0.019980787704130643,0.0009606147934678194,0.005571565802113353,-0.00653218059558117,5205,0.23768144845962524,0.11074452102184296,0.6515740156173706,0.1269369274377823
JPM,2021-Q2,0.020168334127362235,0.018580276322058123,0.020327139907892647,0.0007940289026520565,0.003176115610608226,0.001588057805304112,6297,0.21612733602523804,0.12253442406654358,0.661338210105896,0.09359291195869446
JPM,2021-Q3,0.02015355086372361,0.019001919385796547,0.01689059500959693,0.002111324376199616,0.0019193857965451055,0.0011516314779270627,5210,0.22669294476509094,0.11034321784973145,0.6629638671875,0.1163497269153595
JPM,2021-Q4,0.02158273381294964,0.017266187050359712,0.02275997383911053,0.0015696533682145193,0.002616088947024199,0.00431654676258993,7645,0.23390832543373108,0.10285977274179459,0.6632318496704102,0.1310485526919365
JPM,2022-Q1,0.016251582946390883,0.024905023216547067,0.027437737441958633,0.00042211903756859433,0.0016884761502743773,-0.008653440270156184,4738,0.18338626623153687,0.13316190242767334,0.6834518313407898,0.050224363803863525
JPM,2022-Q2,0.018442178346712954,0.03146018659145151,0.023215448036450422,0.0010848340203948796,0.0019527012367107832,-0.013018008244738553,4609,0.20253032445907593,0.1535189151763916,0.6439507603645325,0.049011409282684326
JPM,2022-Q3,0.01418799087914872,0.032936407398023816,0.030909551558145426,0.0005067139599695972,0.00177349885989359,-0.018748416518875096,3947,0.1966896951198578,0.1649804562330246,0.6383298635482788,0.03170923888683319
MSFT,2021-Q2,0.0345086271567892,0.011752938234558639,0.015503875968992248,0.0017504376094023505,0.002250562640660165,0.02275568892223056,3999,0.4026414752006531,0.04716327786445618,0.5501952767372131,0.3554781973361969
MSFT,2021-Q3,0.028043207312006647,0.014748649771499792,0.014956377233070212,0.0018695471541337765,0.002077274615704196,0.013294557540506855,4814,0.35721805691719055,0.0533817894756794,0.5894001722335815,0.30383626744151115
MSFT,2021-Q4,0.030765966475705495,0.015489072777424145,0.01336728198599618,0.003394865266284744,0.005304476978569913,0.015276893698281349,4713,0.38550275564193726,0.05969316512346268,0.5548040866851807,0.3258095905184746
MSFT,2022-Q1,0.028670191134607562,0.012606750711671411,0.013826758845058967,0.0016266775111834079,0.004270028466856445,0.01606344042293615,4918,0.3578324019908905,0.06787434965372086,0.5742932558059692,0.28995805233716965
MSFT,2022-Q2,0.029712909054406746,0.011041959445894398,0.012045773940975708,0.0012045773940975708,0.003814495081308974,0.018670949608512347,4981,0.3993673324584961,0.06145964935421944,0.5391730666160583,0.33790768310427666
MSFT,2022-Q3,0.02437597503900156,0.016965678627145087,0.01657566302652106,0.0019500780031201249,0.0033151326053042123,0.007410296411856473,5128,0.3357090651988983,0.10050588101148605,0.5637850761413574,0.23520318418741226
MSFT,2022-Q4,0.021254853872879623,0.020846106683016553,0.012875536480686695,0.002452483139178418,0.002656856734109953,0.0004087471898630707,4893,0.33223220705986023,0.13965995609760284,0.5281078219413757,0.19257225096225739
MSFT,2023-Q1,0.024177566389219182,0.01823226317875545,0.016250495441934205,0.0013872374157748713,0.0013872374157748713,0.005945303210463732,5046,0.34284159541130066,0.12094879895448685,0.5362095832824707,0.2218927964568138
MSFT,2023-Q2,0.022254575707154743,0.01913477537437604,0.016014975041597337,0.0016638935108153079,0.0018718801996672214,0.003119800332778703,4808,0.32875701785087585,0.13529998064041138,0.5359430909156799,0.19345703721046448
